gene,detected_spots
TAPBP,370
ZBTB22,20
DAXX,11
KIFC1,2
PHF1,63
CUTA,146
SYNGAP1,10
ZBTB9,2
BAK1,22
ITPR3,23
UQCC2,78
LEMD2,51
HMGA1,118
C6orf1,3
RP11.513I15.6,1
NUDT3,120
RPS10,315
PACSIN1,16
SPDEF,70
C6orf106,120
RP11.140K17.3,7
SNRPC,33
UHRF1BP1,4
TAF11,10
ANKS1A,152
TCP11,1
ZNF76,45
DEF6,140
PPARD,155
FANCE,1
RPL10A,533
TEAD3,24
FKBP5,141
CLPSL1,1
CLPS,1
LHFPL5,4
SRPK1,20
SLC26A8,4
MAPK14,55
MAPK13,15
BRPF3,64
PNPLA1,5
ETV7,64
KCTD20,33
STK38,87
SRSF3,57
CDKN1A,273
RAB44,2
CPNE5,256
PPIL1,1
C6orf89,4
PI16,31
MTCH1,212
FGD2,48
COX6A1P2,147
PIM1,44
TBC1D22B,24
RNF8,9
CMTR1,91
MDGA1,2
ZFAND3,7
BTBD9,5
GLO1,34
DNAH8,6
SAYSD1,6
KCNK5,45
KIF6,0
RP11.61I13.3,16
DAAM2,5
MOCS1,80
LINC00951,1
LRFN2,1
UNC5CL,1
OARD1,3
NFYA,57
TREML4,1
TREM1,2
FOXP4,61
TFEB,3
RP11.298J23.8,1
FRS3,1
PRICKLE4,4
USP49,4
MED20,54
BYSL,29
CCND3,70
TAF8,3
C6orf132,23
MRPS10,101
UBR2,75
TBCC,12
GLTSCR1L,7
RPL7L1,118
CNPY3,99
GNMT,1
PEX6,47
PPP2R5D,51
MEA1,33
KLHDC3,20
RRP36,79
CUL7,23
MRPL2,17
KLC4,0
PTK7,17
SRF,8
CUL9,59
DNPH1,40
TTBK1,5
CRIP3,1
ZNF318,12
ABCC10,24
TJAP1,1
LRRC73,4
YIPF3,34
POLR1C,2
XPO5,98
GTPBP2,1
MAD2L1BP,51
MRPS18A,146
RSPH9,2
VEGFA,69
MRPL14,92
TMEM63B,28
RP1.302G2.5,2
SLC29A1,39
HSP90AB1,188
SLC35B2,4
NFKBIE,6
TMEM151B,7
AARS2,29
CDC5L,8
SUPT3H,1
RP1.244F24.1,1
CLIC5,3
ENPP4,2
RCAN2,7
CYP39A1,1
SLC25A27,26
TDRD6,0
PLA2G7,38
GPR116,15
TNFRSF21,5
RP11.385F7.1,0
CD2AP,3
MUT,10
CENPQ,29
CRISP3,2
RP1.28O17.1,3
TFAP2B,29
PKHD1,4
MCM3,7
PAQR8,3
EFHC1,17
TRAM2.AS1,1
TMEM14A,33
GSTA1,44
GSTA4,108
RN7SK,19
ICK,6
FBXO9,222
ELOVL5,400
GCLC,68
RP1.27K12.4,5
KLHL31,1
LRRC1,17
RP11.524H19.2,1
RP3.523K23.2,8
COL21A1,2
DST,307
BEND6,2
KIAA1586,1
ZNF451,46
RAB23,1
XXbac.BPGBPG55C20.1,6
LINC00680,4
MTRNR2L9,112
FKBP1C,8
LGSN,1
PTP4A1,49
PHF3,77
RP3.525N10.2,8
BAI3,7
LMBRD1,32
COL9A1,2
FAM135A,18
C6orf57,5
RP11.134K13.4,57
SMAP1,11
B3GAT2,5
OGFRL1,7
RP11.154D6.1,1
RIMS1,2
RP11.398K22.12,26
MTO1,52
EEF1A1,654
SLC17A5,5
CD109,51
COL12A1,6
COX7A2,280
TMEM30A,64
RP1.234P15.4,1
SENP6,33
ENSG00000239132,1
MYO6,51
IRAK1BP1,1
PHIP,6
HMGN3,212
ENSG00000201464,1
SH3BGRL2,14
RP1.159G19.1,1
ELOVL4,236
TTK,3
BCKDHB,76
RP11.250B2.3,2
FAM46A,1
RP5.991C6.3,1
IBTK,49
PGM3,9
DOPEY1,7
ME1,183
SNAP91,17
CYB5R4,4
MRAP2,0
NT5E,3
SNX14,37
SYNCRIP,39
SNHG5,70
HTR1E,1
RP11.393I2.4,1
ZNF292,43
SMIM8,5
RP1.102H19.8,1
C6orf164,9
SLC35A1,12
RARS2,30
ORC3,3
CNR1,9
RNGTT,26
PNRC1,15
PM20D2,35
UBE2J1,4
RRAGD,3
ANKRD6,3
LYRM2,24
MDN1,18
CASP8AP2,2
BACH2,3
MAP3K7,29
CASC6,1
EPHA7,5
MANEA,11
FUT9,3
UFL1,15
RNU4.70P,1
NDUFAF4,9
KLHL32,1
MMS22L,6
POU3F2,2
FBXL4,1
FAXC,16
COQ3,2
PNISR,62
TSTD3,3
CCNC,46
PRDM13,1
SIM1,1
ASCC3,7
RP3.467N11.1,1
GRIK2,8
POPDC3,1
PREP,17
PRDM1,15
ATG5,8
AIM1,276
QRSL1,7
C6orf203,73
PDSS2,6
SOBP,10
SEC63,82
OSTM1,9
NR2E1,19
SNX3,46
FOXO3,51
LINC00222,24
ARMC2,17
SESN1,18
CD164,21
SMPD2,11
MICAL1,23
ZBTB24,0
AK9,17
FIG4,8
WASF1,11
CDC40,5
DDO,21
CDK19,1
AMD1,37
GTF3C6,9
RPF2,7
SLC16A10,1
KIAA1919,2
RP5.1112D6.4,1
RP5.1112D6.7,6
REV3L,5
TRAF3IP2.AS1,7
TRAF3IP2,62
C6orf3,3
FYN,6
WISP3,1
TUBE1,40
FAM229B,78
LAMA4,54
MARCKS,81
RP1.249H1.4,1
HDAC2,12
FRK,1
NT5DC1,66
TSPYL4,12
DSE,2
TSPYL1,97
RP1.93H18.7,5
FAM26F,0
FAM26E,2
RWDD1,4
ZUFSP,57
KPNA5,26
FAM162B,1
ROS1,5
DCBLD1,2
GOPC,10
NUS1,118
SLC35F1,2
CEP85L,1
PLN,1
ASF1A,13
MAN1A1,20
TBC1D32,84
GJA1,228
HSF2,8
SERINC1,101
PKIB,12
FABP7,166
SMPDL3A,92
CLVS2,4
NKAIN2,1
RNF217,104
TPD52L1,57
HDDC2,78
RP11.624M8.1,0
HEY2,21
NCOA7,131
HINT3,34
RSPO3,1
RNF146,11
ECHDC1,22
RP1.86D1.2,2
PTPRK,52
RP1.86D1.3,1
L3MBTL3,19
EPB41L2,11
AKAP7,5
MED23,22
CTAGE9,11
RP11.69I8.2,4
CTGF,23
LINC01013,1
MOXD1,104
STX7,5
VNN1,7
RP1.55C23.7,1
SLC18B1,9
RPS12,794
EYA4,1
RP4.662A9.2,2
TBPL1,3
SLC2A12,20
SGK1,21
ENSG00000238631,2
HBS1L,1
AHI1,12
BCLAF1,97
RP3.406A7.7,99
MAP7,42
MAP3K5,13
PEX7,2
IL20RA,85
IFNGR1,9
RP11.356I2.4,5
TNFAIP3,1
PERP,291
PBOV1,1
KIAA1244,8
HEBP2,68
NHSL1,6
CCDC28A,22
ECT2L,1
REPS1,17
ABRACL,19
HECA,22
CITED2,61
RP3.332B22.1,2
VTA1,4
GPR126,17
HIVEP2,2
RP11.439L18.3,19
RP1.45I4.3,1
AIG1,17
ADAT2,32
PEX3,94
FUCA2,1
PHACTR2,5
LTV1,43
PLAGL1,30
SF3B5,154
STX11,35
UTRN,5
EPM2A,5
FBXO30,16
SHPRH,18
GRM1,3
RAB32,1
ADGB,2
STXBP5,2
RP11.361F15.2,60
SAMD5,3
SASH1,32
SUMO4,2
TAB2,11
ZC3H12D,1
PPIL4,15
GINM1,36
RP1.12G14.7,0
KATNA1,3
LATS1,31
NUP43,76
PCMT1,32
RP11.350J20.12,1
LRP11,67
RP11.244K5.8,1
RAET1E,1
ULBP2,0
PPP1R14C,66
IYD,5
MTHFD1L,12
RNU6.1247P,1
AKAP12,4
RMND1,1
SYNE1,23
MYCT1,1
MTRF1L,10
RGS17,3
IPCEF1,59
CNKSR3,23
SCAF8,32
RP11.477D19.2,38
TFB1M,6
ARID1B,25
TMEM242,4
ZDHHC14,6
SNX9,4
SYNJ2,31
SERAC1,3
GTF2H5,10
RP11.732M18.3,0
TULP4,10
TMEM181,54
DYNLT1,15
SYTL3,3
EZR,184
RSPH3,18
TAGAP,3
RP3.393E18.2,2
WTAP,67
SOD2,267
ACAT2,379
TCP1,47
MRPL18,18
PNLDC1,121
IGF2R,30
RP11.288H12.4,33
MAP3K4,8
AGPAT4,41
PARK2,1
PACRG,1
QKI,79
RNA5SP226,1
PRR18,2
SFT2D1,1
MPC1,95
RPS6KA2,10
RNASET2,128
FGFR1OP,35
UNC93A,42
MLLT4,55
KIF25.AS1,0
FRMD1,1
DACT2,50
THBS2,69
RP1.137D17.2,3
WDR27,59
C6orf120,40
PHF10,5
TCTE3,2
ERMARD,27
LINC00242,1
RP11.302L19.3,1
DLL1,24
FAM120B,65
RP1.140C12.2,8
PSMB1,172
TBP,4
PDCD2,30
AC093627.9,6
FAM20C,7
PDGFA,69
AC147651.3,94
PRKAR1B,34
HEATR2,16
RP11.449P15.2,8
SUN1,180
GET4,64
ADAP1,18
COX19,12
CYP2W1,7
GPR146,8
C7orf50,23
GPER1,2
ZFAND2A,70
MICALL2,128
RP11.1246C19.1,1
INTS1,55
MAFK,12
TMEM184A,187
PSMG3,16
PSMG3.AS1,81
ELFN1,2
MAD1L1,4
FTSJ2,27
NUDT1,13
SNX8,50
EIF3B,194
AC004840.8,1
CHST12,3
AC004840.9,1
LFNG,140
BRAT1,94
IQCE,28
TTYH3,17
GNA12,10
CARD11,34
AC073316.1,1
SDK1,2
FOXK1,49
AP5Z1,15
RADIL,2
RBAK,19
WIPI2,109
SLC29A4,25
TNRC18,15
FBXL18,3
ACTB,537
FSCN1,27
RNF216,33
OCM,1
CCZ1,7
PMS2,5
AIMP2,25
EIF2AK1,63
USP42,6
CYTH3,137
FAM220A,7
RAC1,101
DAGLB,49
KDELR2,13
GRID2IP,0
ZDHHC4,7
C7orf26,30
ZNF853,1
RP11.611L7.1,33
ZNF12,1
CCZ1B,5
C1GALT1,18
MIOS,149
RPA3,8
RPA3.AS1,1
GLCCI1,8
ICA1,18
NXPH1,1
NDUFA4,304
PHF14,20
THSD7A,1
TMEM106B,65
VWDE,2
SCIN,1
ARL4A,27
ETV1,10
DGKB,18
ISPD,0
SOSTDC1,4
ANKMY2,163
BZW2,131
TSPAN13,62
AC003075.4,4
AHR,13
AC019117.1,2
SNX13,14
HDAC9,1
TWISTNB,28
AC005062.2,1
MACC1,3
AC005083.1,24
CTA.293F17.1,19
ITGB8,30
SP4,1
CDCA7L,3
RAPGEF5,9
AC002480.3,0
TOMM7,257
AC005682.8,1
FAM126A,12
KLHL7,12
NUPL2,37
GPNMB,200
MALSU1,13
IGF2BP3,2
TRA2A,256
CCDC126,1
FAM221A,11
DFNA5,2
OSBPL3,180
CYCS,121
RP5.978I12.1,3
CTD.2227E11.1,1
NFE2L3,19
HNRNPA2B1,357
CBX3,41
AC004540.5,1
SKAP2,50
HOTAIRM1,26
HOXA3,1
HOXA.AS2,15
HOXA4,1
HOXA7,1
HOXA.AS4,27
HOXA13,1
HIBADH,17
TAX1BP1,109
JAZF1,5
CREB5,1
TRIL,4
CTB.113D17.1,119
CHN2,4
WIPF3,28
SCRN1,8
FKBP14,3
PLEKHA8,2
C7orf41,121
NOD1,140
GGCT,65
AC005154.6,146
GARS,122
INMT,1
FAM188B,2
AQP1,77
ADCYAP1R1,20
NEUROD6,0
PDE1C,1
LSM5,66
KBTBD2,35
FKBP9,19
AVL9,46
NT5C3A,34
RP9,1
BBS9,4
DPY19L1,3
HERPUD2,33
SEPT7,59
KIAA0895,58
ANLN,8
AOAH,1
ELMO1,5
EPDR1,12
TRGV11,2
AMPH,6
VPS41,24
RALA,8
RP11.467D6.1,1
CDK13,54
MPLKIP,34
AC005022.1,0
PSMA2,0
ENSG00000106588,65
MRPL32,56
HECW1,2
STK17A,5
COA1,17
BLVRA,14
MRPS24,1
URGCP,31
UBE2D4,12
POLR2J4,60
AC004951.6,1
LINC00957,1
PGAM2,1
DBNL,109
POLM,10
AEBP1,134
POLD2,77
YKT6,61
CAMK2B,140
NUDCD3,23
DDX56,129
TMED4,33
OGDH,58
ZMIZ2,234
PPIA,371
H2AFV,39
PURB,155
SNHG15,13
CCM2,6
NACAD,4
TBRG4,236
RAMP3,43
ADCY1,16
RP11.638I8.1,36
IGFBP3,6
TNS3,7
HUS1,19
UPP1,8
ABCA13,1
AC004899.1,1
VWC2,1
IKZF1,0
FIGNL1,6
DDC,45
GRB10,32
RP4.724E13.2,1
COBL,24
VSTM2A,2
SEC61G,8
EGFR,85
LANCL2,12
VOPP1,101
ZNF713,2
MRPS17,16
GBAS,56
PSPH,13
CCT6A,147
SUMF2,44
CHCHD2,269
AC006455.1,5
RP11.340I6.8,0
ZNF680,2
ZNF107,13
ZNF138,50
ZNF273,31
ZNF117,534
ERV3.1,45
SNORA22,3
ZNF92,2
ENSG00000206634,1
VKORC1L1,32
GUSB,53
ASL,10
CRCP,17
TPST1,2
LINC00174,2
GS1.124K5.4,1
GS1.124K5.11,58
KCTD7,78
RABGEF1,0
RP11.458F8.4,15
TMEM248,38
SBDS,3
TYW1,7
RP11.166O4.6,2
AUTS2,85
WBSCR17,25
CALN1,3
POM121,27
TRIM74,13
ENSG00000201282,1
ENSG00000199913,1
NSUN5,32
TRIM50,1
FZD9,1
BAZ1B,50
BCL7B,20
TBL2,43
MLXIPL,71
VPS37D,12
DNAJC30,21
WBSCR22,113
STX1A,4
MIR4284,1
ABHD11,59
CLDN3,1
CLDN4,122
WBSCR27,1
ELN,21
LIMK1,61
EIF4H,28
LAT2,4
RFC2,42
CLIP2,69
GTF2IRD1,52
GTF2I,140
NCF1,2
GTF2IRD2,17
ENSG00000239069,1
WBSCR16,6
GTF2IRD2B,37
ENSG00000202021,1
ENSG00000199641,2
ENSG00000202178,1
ENSG00000199870,1
TRIM73,5
POM121C,27
HIP1,20
RHBDD2,110
POR,119
STYXL1,81
MDH2,126
SRRM3,11
HSPB1,137
YWHAG,133
ZP3,4
DTX2,117
POMZP3,3
ENSG00000201885,1
UPK3B,20
DTX2P1.UPK3BP1.PMS2P11,19
ENSG00000201959,1
FGL2,6
RP11.467H10.2,1
CCDC146,22
GSAP,83
PTPN12,71
RSBN1L,40
TMEM60,7
ENSG00000222432,19
PHTF2,33
MAGI2,4
MAGI2.AS3,2
GNAI1,41
CD36,313
SEMA3C,32
HGF,1
MIR1255B1,1
CACNA2D1,13
PCLO,11
SEMA3E,2
AC074183.4,1
SEMA3D,2
GRM3,2
KIAA1324L,1
DMTF1,43
TMEM243,26
TP53TG1,14
CROT,5
ABCB4,2
ABCB1,11
RUNDC3B,6
SLC25A40,0
DBF4,2
ADAM22,15
SRI,29
CTB.167B5.2,1
STEAP4,22
STEAP2,1
GTPBP10,30
CLDN12,60
CDK14,8
FZD1,4
MTERF,4
AKAP9,61
CYP51A1,5
KRIT1,28
ANKIB1,20
GATAD1,3
PEX1,41
FAM133B,40
CDK6,18
RNU6.10P,1
SAMD9,3
SAMD9L,12
CCDC132,16
GNG11,8
BET1,60
COL1A2,116
CASD1,10
PEG10,9
PPP1R9A,2
PON3,103
PON2,17
GS1.293C5.1,30
AC004012.1,20
PDK4,1
DYNC1I1,8
SLC25A13,36
SHFM1,174
DLX6.AS1,1
ACN9,22
TAC1,1
ASNS,72
LMTK2,3
TECPR1,104
BRI3,19
BAIAP2L1,28
RP11.307C18.1,1
NPTX2,21
TMEM130,21
TRRAP,13
SMURF1,42
ARPC1A,73
ARPC1B,74
PDAP1,86
BUD31,147
CPSF4,51
PTCD1,2
ATP5J2,177
ZNF789,11
ZNF394,6
ZNF655,70
ZSCAN25,5
CYP3A5,136
TRIM4,28
GJC3,3
AZGP1,453
ZKSCAN1,230
ZNF3,8
COPS6,150
MCM7,121
AP4M1,57
TAF6,43
CNPY4,7
MBLAC1,2
LAMTOR4,92
C7orf43,55
GAL3ST4,0
STAG3,16
GATS,6
PILRB,7
STAG3L5P.PVRIG2P.PILRB,128
PILRA,25
MEPCE,152
PPP1R35,126
RN7SL161P,0
TSC22D4,81
AGFG2,35
LRCH4,84
FBXO24,1
PCOLCE,66
MOSPD3,2
TFR2,4
ACTL6B,3
GNB2,99
GIGYF1,122
POP7,86
EPHB4,102
SLC12A9,42
TRIP6,50
SRRT,56
UFSP1,1
ACHE,38
MUC17,1
TRIM56,22
RP11.395B7.7,104
AP1S1,46
VGF,6
MOGAT3,1
PLOD3,6
ZNHIT1,101
CLDN15,56
FIS1,89
RABL5,6
CUX1,46
SH2B2,2
PRKRIP1,12
ORAI2,13
ALKBH4,3
LRWD1,19
POLR2J,64
RASA4B,40
POLR2J3,67
RASA4,65
UPK3BL,3
POLR2J2,12
FAM185A,0
LRRC17,9
FBXL13,2
ARMC10,42
NAPEPLD,24
PMPCB,51
DNAJC2,50
PSMC2,5
RELN,1
ORC5,82
LHFPL3,1
KMT2E.AS1,14
CTB.152G17.6,1
KMT2E,41
SRPK2,14
PUS7,1
RINT1,0
CDHR3,4
SYPL1,42
NAMPT,11
CCDC71L,2
RNA5SP236,2
PRKAR2B,2
CTA.363E19.2,1
HBP1,8
GPR22,1
COG5,21
DUS4L,2
BCAP29,76
SLC26A4.AS1,3
SLC26A4,13
CBLL1,25
SLC26A3,1
DLD,100
LAMB1,68
LAMB4,9
NRCAM,33
PNPLA8,112
THAP5,2
DNAJB9,4
IMMP2L,3
LRRN3,3
DOCK4,16
ZNF277,1
IFRD1,107
LSMEM1,1
TMEM168,44
C7orf60,19
GPR85,1
LINC00998,39
FOXP2,0
MDFIC,32
TES,68
CAV2,48
CAV1,27
MET,2
CAPZA2,52
ST7,2
CFTR,11
CTTNBP2,1
NAA38,32
KCND2,2
TSPAN12,14
CPED1,3
WNT16,1
FAM3C,155
PTPRZ1,9
AASS,17
RP11.560I19.1,1
CADPS2,1
RP5.1101C3.1,2
RP11.332K15.1,3
NDUFA5,69
LMOD2,0
WASL,73
RNU6.11P,5
RP11.264K23.1,3
ZNF800,7
ARF5,2
LRRC4,1
SND1,66
RBM28,25
PRRT4,0
IMPDH1,37
HILPDA,169
RP11.155G14.6,20
METTL2B,10
RP11.212P7.2,10
FAM71F2,6
RP11.274B21.9,2
FAM71F1,2
CALU,71
CCDC136,3
FLNC,0
ATP6V1F,2
RP11.309L24.9,2
IRF5,26
TNPO3,18
TSPAN33,12
SMO,8
AHCYL2,47
RP11.448A19.1,5
NRF1,8
UBE2H,35
ZC3HC1,8
KLHDC10,100
RP11.775D22.2,1
TMEM209,25
CPA4,140
CEP41,3
RP11.2E11.9,0
COPG2,38
MIR29B1,2
AC016831.7,12
RP11.138A9.1,1
MKLN1.AS1,25
MKLN1,99
PODXL,41
PLXNA4,8
CHCHD3,7
EXOC4,11
SLC35B4,67
AKR1B1,9
AKR1B10,1
BPGM,25
CALD1,102
TMEM140,23
C7orf49,30
WDR91,28
CNOT4,4
NUP205,39
C7orf73,51
SLC13A4,2
RP11.644N4.1,2
FAM180A,9
MTPN,148
PTN,7
DGKI,3
CREB3L2,3
AKR1D1,4
TRIM24,3
SVOPL,1
ATP6V0A4,9
TMEM213,12
KIAA1549,5
ZC3HAV1,32
UBN2,80
C7orf55,6
RP11.634H22.1,1
C7orf55.LUC7L2,86
KLRG2,39
CLEC2L,3
HIPK2,121
TBXAS1,64
PARP12,83
JHDM1D,5
JHDM1D.AS1,3
SLC37A3,72
MKRN1,17
DENND2A,3
ADCK2,45
NDUFB2,217
BRAF,36
MRPS33,78
AGK,15
RP5.894A10.2,29
KIAA1147,8
RNU1.82P,1
SSBP1,95
RP11.1220K2.2,1
MTRNR2L6,45
TRBC2,20
EPHB6,76
PIP,49
GSTK1,305
CASP2,1
FAM131B,9
ZYX,106
EPHA1,77
EPHA1.AS1,2
FAM115C,86
FAM115A,42
RP4.669B10.3,1
ARHGEF35,3
RP4.545C24.1,19
OR2A1.AS1,23
ARHGEF5,163
NOBOX,2
TPK1,13
CNTNAP2,1
CUL1,79
EZH2,1
RNY5,5
RNY4,9
RNY1,13
PDIA4,143
ZNF786,2
ZNF425,1
RN7SL521P,2
ZNF398,3
ZNF282,27
ZNF212,7
ZNF783,126
RP11.143I21.1,0
ZNF777,3
ZNF746,24
KRBA1,80
ZNF467,1
SSPO,69
ZNF862,81
ATP6V0E2.AS1,0
ATP6V0E2,74
ACTR3C,7
LRRC61,2
REPIN1,65
ZNF775,50
GIMAP8,3
GIMAP7,5
GIMAP4,9
GIMAP1,9
GIMAP5,1
TMEM176B,5
TMEM176A,1
KCNH2,1
NOS3,13
ATG9B,62
ABCB8,66
ASIC3,7
CDK5,21
SLC4A2,18
RP11.148K1.12,1
FASTK,26
TMUB1,13
AGAP3,246
ABCF2,19
CHPF2,7
SMARCD3,4
RP4.548D19.3,3
NUB1,93
WDR86,1
CRYGN,4
RP4.555L14.4,1
RHEB,74
PRKAG2,47
PRKAG2.AS1,6
GALNTL5,0
GALNT11,31
KMT2C,50
LINC01003,1
ACTR3B,17
AC073236.3,2
DPP6,13
PAXIP1.AS2,39
PAXIP1,4
PAXIP1.AS1,1
AC144652.1,85
INSIG1,482
AC009403.2,3
RBM33,185
AC021218.2,1
ENSG00000207061,2
RNF32,0
LMBR1,10
NOM1,4
UBE3C,40
DNAJB6,96
AC006372.4,2
AC006003.3,3
PTPRN2,11
AC011899.9,0
NCAPG2,46
ESYT2,67
WDR60,37
RP5.855D21.3,16
ZNF596,7
FBXO25,21
RP11.91J19.4,8
TDRP,3
ERICH1,4
DLGAP2,6
CTD.2336O2.1,6
CLN8,43
ARHGEF10,23
KBTBD11,9
MYOM2,6
CSMD1,4
MCPH1,16
AGPAT5,12
DEFB1,50
SGK223,9
MFHAS1,8
ERI1,3
PPP1R3B,36
RP11.10A14.4,13
RP11.10A14.5,55
TNKS,37
LINC00599,45
MSRA,5
SOX7,13
PINX1,5
AF131215.6,2
AF131215.2,1
AF131215.8,3
MTMR9,24
SLC35G5,0
FAM167A,13
RP11.148O21.2,0
NEIL2,90
RP11.297N6.4,1
FDFT1,239
CTSB,129
DEFB134,1
RP11.351I21.11,3
LONRF1,42
KIAA1456,13
TUSC3,25
MSR1,1
MICU3,9
ZDHHC2,3
RP11.242F4.2,1
CNOT7,49
VPS37A,6
MTMR7,4
SLC7A2,2
MTUS1,88
RP11.806O11.1,66
PCM1,42
ASAH1,86
CTD.2547L16.1,1
NAT1,3
PSD3,13
SH2D4A,1
CSGALNACT1,51
INTS10,69
LPL,7
ATP6V1B2,67
LZTS1,6
AC021613.1,1
GFRA2,5
DOK2,4
XPO7,14
NPM2,4
FGF17,1
DMTN,60
FAM160B2,317
NUDT18,35
HR,133
REEP4,53
LGI3,4
BMP1,117
PHYHIP,98
POLR3D,2
PIWIL2,1
SLC39A14,8
PPP3CC,20
RP11.582J16.3,1
SORBS3,39
PDLIM2,7
C8orf58,23
CCAR2,44
BIN3,39
CTD.3247F14.2,14
EGR3,73
RP11.459E5.1,307
PEBP4,201
RP11.87E22.2,2
TNFRSF10B,71
RHOBTB2,0
TNFRSF10D,30
TNFRSF10A,2
CHMP7,9
R3HCC1,15
LOXL2,12
ENTPD4,209
SLC25A37,19
STC1,1
GS1.72M22.1,2
NEFM,13
NEFL,12
DOCK5,1
GNRH1,17
KCTD9,34
EBF2,5
PPP2R2A,95
RP11.14I17.2,1
BNIP3L,67
PNMA2,9
DPYSL2,75
STMN4,16
TRIM35,5
PTK2B,67
EPHX2,106
CLU,91
SCARA3,1
CCDC25,71
SCARA5,1
ELP3,55
RP11.380I10.4,2
ZNF395,11
FBXO16,0
RP11.181B11.2,1
FZD3,1
EXTL3,16
INTS9,2
RP11.662B19.2,1
HMBOX1,1
KIF13B,12
DUSP4,6
AC145110.1,2
RP11.489E7.1,1
TMEM66,224
LEPROTL1,46
RP11.51J9.5,1
DCTN6,15
RBPMS,1
GTF2E2,11
GSR,2
PPP2CB,34
WRN,3
NRG1,1
RP11.722E23.2,2
FUT10,1
MAK16,32
RNF122,3
DUSP26,8
UNC5D,1
ZNF703,6
ERLIN2,10
PROSC,11
GPR124,4
BRF2,5
RAB11FIP1,25
EIF4EBP1,1
ASH2L,7
LSM1,82
BAG4,1
PPAPDC1B,99
DDHD2,44
WHSC1L1,120
RP11.350N15.5,1
FGFR1,115
TACC1,54
PLEKHA2,19
TM2D2,4
ADAM9,2
ADAM32,1
RP11.44K6.2,6
IDO1,1
C8orf4,1
SFRP1,23
GOLGA7,28
AGPAT6,139
ANK1,1
KAT6A,31
AP3M2,105
PLAT,36
IKBKB,160
POLB,16
VDAC3,115
SLC20A2,13
SMIM19,32
CHRNA6,3
RNF170,21
HOOK3,32
FNTA,122
POMK,26
HGSNAT,96
RP11.350F16.1,1
SPIDR,46
CEBPD,48
PRKDC,134
MCM4,32
UBE2V2,28
EFCAB1,7
SNAI2,36
PCMTD1,75
RP11.546K22.3,3
RP11.546K22.1,20
ST18,1
RB1CC1,14
AC009800.1,0
RP11.400K9.4,66
ATP6V1H,59
RGS20,2
TCEA1,25
LYPLA1,118
MRPL15,40
SOX17,1
RP11.53M11.3,1
XKR4,3
TMEM68,3
TGS1,4
RP11.318K15.2,2
LYN,5
RPS20,436
CHCHD7,8
RP11.140I16.3,1
SDR16C5,1
IMPAD1,51
FAM110B,14
UBXN2B,21
SDCBP,8
NSMAF,85
RP11.163N6.2,1
RAB2A,45
CHD7,8
ASPH,97
GGH,5
YTHDF3.AS1,5
YTHDF3,17
RP11.579E24.1,1
BHLHE22,10
CTD.3025N20.3,3
ARMC1,1
RP11.707M3.3,3
MTFR1,12
PDE7A,45
DNAJC5B,5
TRIM55,44
RP11.346I3.4,7
RRS1,80
ADHFE1,38
C8orf46,16
MYBL1,1
VCPIP1,2
C8orf44,1
SGK3,1
SNHG6,113
COPS5,64
CSPP1,14
ARFGEF1,31
PREX2,2
NCOA2,37
AC120194.1,1
TRAM1,118
LACTB2,1
RP11.1102P16.1,0
RP11.383H13.1,1
KCNB2,4
TERF1,1
RP11.531A24.5,1
SBSPON,2
RPL7,515
RDH10,26
STAU2,8
UBE2W,9
TCEB1,85
TMEM70,6
JPH1,3
GDAP1,4
CRISPLD1,1
HNF4G,1
RP11.706J10.3,1
ZFHX4,2
PEX2,2
PKIA,19
ZC2HC1A,10
STMN2,17
HEY1,3
MRPS28,106
TPD52,37
ZBTB10,1
ZNF704,16
PAG1,0
RP11.1149M10.2,1
FABP5,18
PMP2,6
FABP4,1
IMPA1,2
SLC10A5,0
ZFAND1,3
CHMP4C,2
SNX16,2
RALYL,4
LRRCC1,21
E2F5,1
C8orf59,86
CA3,2
CA2,23
WWP1,40
RMDN1,107
CPNE3,47
AF121898.3,1
DCAF4L2,3
MMP16,5
RP11.642C5.1,1
RP11.37B2.1,1
RIPK2,5
OSGIN2,15
NBN,46
DECR1,95
CALB1,4
TMEM64,2
NECAB1,19
TMEM55A,3
GS1.251I9.4,6
OTUD6B,24
RUNX1T1,1
CTD.2006H14.2,1
FAM92A1,8
RBM12B,8
TMEM67,8
PDP1,3
CDH17,0
RAD54B,1
KIAA1429,2
RP11.22C11.2,33
ESRP1,131
DPY19L4,1
INTS8,29
TP53INP1,18
NDUFAF6,7
PLEKHF2,1
RP11.90D11.1,1
GDF6,1
UQCRB,264
MTERFD1,2
ENSG00000199732,1
PTDSS1,7
SDC2,6
CPQ,3
TSPYL5,35
ENSG00000207215,1
MTDH,60
LAPTM4B,46
MATN2,31
KB.1208A12.3,1
RPL30,421
HRSP12,20
POP1,1
NIPAL2,18
STK3,24
RP11.410L14.2,5
VPS13B,9
COX6C,233
POLR2K,20
SPAG1,2
RNF19A,76
KB.1991G8.1,1
ANKRD46,12
PABPC1,293
YWHAZ,191
KB.1460A1.5,6
ZNF706,59
KB.1562D12.1,58
GRHL2,29
NCALD,80
RRM2B,51
KB.431C1.4,4
UBR5,71
KLF10,7
KB.1732A1.1,4
AZIN1,17
KB.1507C5.2,43
ATP6V1C1,61
C8orf56,2
BAALC,11
FZD6,34
CTHRC1,1
SLC25A32,2
DCAF13,7
LRP12,9
RP11.395G23.3,4
OXR1,29
RSPO2,1
